Journal Name,JIF 2024
JOURNAL OF THE ECONOMIC SCIENCE ASSOCIATION JESA,0.6
PALEONTOLOGICAL JOURNAL,0.6
REDIA JOURNAL OF ZOOLOGY,0.6
REVISTA BRASILEIRA DE PALEONTOLOGIA,0.6
SOUTH AFRICAN REVIEW OF SOCIOLOGY,0.6
GLASNIK MATEMATICKI,0.6
HERPETOLOGICAL CONSERVATION AND BIOLOGY,0.6
JOURNAL OF THEORETICAL PROBABILITY,0.6
NORTH WESTERN JOURNAL OF ZOOLOGY,0.6
RANDOM MATRICES THEORY AND APPLICATIONS,0.6
TRADUMATICA TRADUCCIO I TECNOLOGIES DE LA INFORMACIO I LA COMUNICACIO,0.6
WESTERN JOURNAL OF COMMUNICATION,0.6
ACTA ET COMMENTATIONES UNIVERSITATIS TARTUENSIS DE MATHEMATICA,0.6
AJP REPORTS,0.6
ALEA LATIN AMERICAN JOURNAL OF PROBABILITY AND MATHEMATICAL STATISTICS,0.6
CANADIAN ETHNIC STUDIES ETUDES ETHNIQUES AU CANADA,0.6
INVESTIGACIONES GEOGRAFICAS SPAIN,0.6
JOURNAL OF SWINE HEALTH AND PRODUCTION,0.6
MATEMATIKA,0.6
PHYLLOMEDUSA,0.6
SOCIAL INFLUENCE,0.6
SPAL,0.6
TURKISH ARCHIVES OF OTORHINOLARYNGOLOGY,0.6
UKRAINIAN MATHEMATICAL JOURNAL,0.6
AQUATIC INSECTS,0.6
DUTCH JOURNAL OF APPLIED LINGUISTICS,0.6
HAND THERAPY,0.6
PACIFIC JOURNALISM REVIEW,0.6
POLITIKON,0.6
RUSI JOURNAL,0.6
RUSSIAN JOURNAL OF NUMERICAL ANALYSIS AND MATHEMATICAL MODELLING,0.6
RUSSIAN JOURNAL OF THERIOLOGY,0.6
ZOOLOGY IN THE MIDDLE EAST,0.6
AL QANTARA,0.6
ARTHROPODA SELECTA,0.6
COMMUNICATION DISORDERS QUARTERLY,0.6
ERDE,0.6
GEOLOGY OF ORE DEPOSITS,0.6
INTERNATIONAL JOURNAL OF ONLINE PEDAGOGY AND COURSE DESIGN,0.6
JOURNAL OF MUSEUM EDUCATION,0.6
MOLLUSCAN RESEARCH,0.6
REVISTA ESPANOLA DE EDUCACION COMPARADA,0.6
SCHMERZ,0.6
ST PETERSBURG MATHEMATICAL JOURNAL,0.6
ACTA ASTRONOMICA,0.6
APPLIED BIONICS AND BIOMECHANICS,0.6
EGYPTIAN JOURNAL OF VETERINARY SCIENCE,0.6
MATHEMATICS IN APPLIED SCIENCES AND ENGINEERING,0.6
MONTE CARLO METHODS AND APPLICATIONS,0.6
NORTHERN REVIEW,0.6
ROMANIAN JOURNAL OF EUROPEAN AFFAIRS,0.6
ANKARA UNIVERSITESI EGITIM BILIMLERI FAKULTESI OZEL EGITIM DERGISI ANKARA UNIVERSITY FACULTY OF EDUCATIONAL SCIENCES JOURNAL OF SPECIAL EDUCATION,0.6
HISTORIA Y POLITICA,0.6
INTERDISCIPLINARY DESCRIPTION OF COMPLEX SYSTEMS,0.6
INTERNATIONAL ELECTRONIC JOURNAL OF MATHEMATICS EDUCATION,0.6
JOURNAL OF HUMAN VALUES,0.6
JOURNAL OF MAXILLOFACIAL and ORAL SURGERY,0.6
JOURNAL OF PRACTICAL ETHICS,0.6
JOURNAL OF SINGULARITIES,0.6
LANGUAGE LEARNING IN HIGHER EDUCATION,0.6
ACTA CRYSTALLOGRAPHICA SECTION E CRYSTALLOGRAPHIC COMMUNICATIONS,0.6
ANTHROPOLOGICAL JOURNAL OF EUROPEAN CULTURES,0.6
COMMUNICATIONS FOR STATISTICAL APPLICATIONS AND METHODS,0.6
JOURNAL OF HEALTH MANAGEMENT,0.6
JOURNAL OF PROSTHETICS AND ORTHOTICS,0.6
PROCEEDINGS OF THE YORKSHIRE GEOLOGICAL SOCIETY,0.6
THEORY OF PROBABILITY AND ITS APPLICATIONS,0.6
ACTA ADRIATICA,0.6
BIOMOLECULAR NMR ASSIGNMENTS,0.6
CUADERNOS DE PREHISTORIA Y ARQUEOLOGIA UNIVERSIDAD AUTONOMA DE MADRID,0.6
EARTH SCIENCES HISTORY,0.6
EGITIM VE BILIM EDUCATION AND SCIENCE,0.6
GEOSCAPE,0.6
HUMAN AFFAIRS POSTDISCIPLINARY HUMANITIES and SOCIAL SCIENCES QUARTERLY,0.6
INTERNATIONAL JOURNAL OF E ADOPTION,0.6
JOURNAL OF FUNCTIONAL PROGRAMMING,0.6
LANGUAGE AND SOCIOCULTURAL THEORY,0.6
NEGOTIATION JOURNAL,0.6
PATHOLOGIE,0.6
PLASTIC SURGERY,0.6
SOCIAL RESEARCH,0.6
STUDIA EUROPEJSKIE STUDIES IN EUROPEAN AFFAIRS,0.6
UNIVERSITY POLITEHNICA OF BUCHAREST SCIENTIFIC BULLETIN SERIES A APPLIED MATHEMATICS AND PHYSICS,0.6
AUDITORY AND VESTIBULAR RESEARCH,0.6
CASE REPORTS IN OPHTHALMOLOGY,0.6
CASE STUDIES IN THE ENVIRONMENT,0.6
GIRLHOOD STUDIES AN INTERDISCIPLINARY JOURNAL,0.6
JOURNAL OF CHRISTIAN NURSING,0.6
JOURNAL OF DEFENSE MODELING AND SIMULATION APPLICATIONS METHODOLOGY TECHNOLOGY JDMS,0.6
JOURNAL OF EXOTIC PET MEDICINE,0.6
JOURNAL OF PORTFOLIO MANAGEMENT,0.6
MALAYSIAN ORTHOPAEDIC JOURNAL,0.6
PHYSICS IN PERSPECTIVE,0.6
SOCIOBIOLOGY,0.6
STUDIA PSYCHOLOGICA,0.6
TUEXENIA,0.6
TURKISH JOURNAL OF VETERINARY and ANIMAL SCIENCES,0.6
ZEITSCHRIFT FUR GEBURTSHILFE UND NEONATOLOGIE,0.6
CARTOGRAPHICA,0.6
CLINICAL LABORATORY,0.6
DEMOGRAFIE,0.6
ELECTRONIC COMMUNICATIONS IN PROBABILITY,0.6
FETAL AND PEDIATRIC PATHOLOGY,0.6
INTERNATIONAL MEDICAL CASE REPORTS JOURNAL,0.6
IRANIAN JOURNAL OF FISHERIES SCIENCES,0.6
JOURNAL OF CHEMICAL CRYSTALLOGRAPHY,0.6
JOURNAL OF INSECT BIODIVERSITY,0.6
JOURNAL OF THE PALAEONTOLOGICAL SOCIETY OF INDIA,0.6
JOURNAL OF WRIST SURGERY,0.6
OPHTHALMOLOGIE,0.6
REGISTER JOURNAL,0.6
RHETORIC and PUBLIC AFFAIRS,0.6
SOUTH AFRICAN JOURNAL OF ANIMAL SCIENCE,0.6
THEORY AND DECISION,0.6
THEORY OF PROBABILITY AND MATHEMATICAL STATISTICS,0.6
UROLOGICAL SCIENCE,0.6
"ADVANCES IN COMPUTATIONAL DESIGN, AN INTERNATIONAL JOURNAL",0.6
ARCHIV FUR MOLLUSKENKUNDE,0.6
BALTIC FORESTRY,0.6
CASE REPORTS IN PLASTIC SURGERY AND HAND SURGERY,0.6
JOURNAL OF PSYCHOLOGICAL AND EDUCATIONAL RESEARCH,0.6
MANUELLE MEDIZIN,0.6
ODOVTOS INTERNATIONAL JOURNAL OF DENTAL SCIENCES,0.6
ORIENTAL INSECTS,0.6
QUALITY IN AGEING AND OLDER ADULTS,0.6
TURKISH JOURNAL OF SURGERY,0.6
ZAGADNIENIA EKONOMIKI ROLNEJ,0.6
ACTA ORTOPEDICA BRASILEIRA,0.6
AKADEMIKA,0.6
AMERICAN JOURNAL OF DANCE THERAPY,0.6
BOIS ET FORETS DES TROPIQUES,0.6
BRAZILIAN JOURNALISM RESEARCH,0.6
CHIRURGIE,0.6
DYNAMICAL SYSTEMS AN INTERNATIONAL JOURNAL,0.6
ETIKONOMI,0.6
EUROPEAN JOURNAL OF PSYCHOTHERAPY and COUNSELLING,0.6
HEROIN ADDICTION AND RELATED CLINICAL PROBLEMS,0.6
IJU CASE REPORTS,0.6
JOURNAL OF DRUG EDUCATION,0.6
MITOCHONDRIAL DNA PART A,0.6
POLISH JOURNAL OF PATHOLOGY,0.6
TAPPI JOURNAL,0.6
TER ES TARSADALOM,0.6
A and A PRACTICE,0.6
CHILDRENS HEALTH CARE,0.6
EUROPEAN JOURNAL OF COMPUTATIONAL MECHANICS,0.6
GIO GRUPPE INTERAKTION ORGANISATION ZEITSCHRIFT FUER ANGEWANDTE ORGANISATIONSPSYCHOLOGIE,0.6
JOURNAL OF ENGINEERING SCIENCES UKRAINE,0.6
JOURNAL OF OBSTETRICS AND GYNECOLOGY OF INDIA,0.6
SLOVENIAN VETERINARY RESEARCH,0.6
SOLAR TERRESTRIAL PHYSICS,0.6
STUDIA UNIVERSITATIS VASILE GOLDIS ARAD SERIA STIINTE ECONOMICE,0.6
ACTA ORTHOPAEDICA BELGICA,0.6
BERLINER UND MUNCHENER TIERARZTLICHE WOCHENSCHRIFT,0.6
CASE REPORTS IN WOMENS HEALTH,0.6
CHECK LIST,0.6
EDMETIC,0.6
HEART SURGERY FORUM,0.6
IDO MOVEMENT FOR CULTURE JOURNAL OF MARTIAL ARTS ANTHROPOLOGY,0.6
INTERSECTIONS EAST EUROPEAN JOURNAL OF SOCIETY AND POLITICS,0.6
INVESTIGACION ECONOMICA,0.6
JOURNAL OF CONCHOLOGY,0.6
JOURNAL OF SUBSTANCE USE,0.6
JOURNAL OF TEACHING ENGLISH FOR SPECIFIC AND ACADEMIC PURPOSES,0.6
OPEN DENTISTRY JOURNAL,0.6
PALABRA CLAVE,0.6
PROGRESS IN COMMUNITY HEALTH PARTNERSHIPS RESEARCH EDUCATION AND ACTION,0.6
SCIENCEASIA,0.6
SEEFOR SOUTH EAST EUROPEAN FORESTRY,0.6
APPLICABLE ALGEBRA IN ENGINEERING COMMUNICATION AND COMPUTING,0.6
BIOMEDICA,0.6
CONTRIBUTIONS TO GEOPHYSICS AND GEODESY,0.6
FLUID DYNAMICS,0.6
FOURRAGES,0.6
HANDCHIRURGIE MIKROCHIRURGIE PLASTISCHE CHIRURGIE,0.6
IDEGGYOGYASZATI SZEMLE CLINICAL NEUROSCIENCE,0.6
INTERNATIONAL JOURNAL OF BUILT ENVIRONMENT AND SUSTAINABILITY,0.6
INTERNATIONAL JOURNAL OF SPORT PSYCHOLOGY,0.6
JOURNAL OF PIONEERING MEDICAL SCIENCES,0.6
KASTAMONU UNIVERSITY JOURNAL OF FORESTRY FACULTY,0.6
MEDICINA DELLO SPORT,0.6
MIDDLE EAST JOURNAL OF MANAGEMENT,0.6
OBRANA A STRATEGIE DEFENCE and STRATEGY,0.6
PSYCHOTHERAPY AND POLITICS INTERNATIONAL,0.6
REVISTA INTERUNIVERSITARIA DE FORMACION DEL PROFESORADO RIFOP,0.6
RUSSIAN JOURNAL OF ECOLOGY,0.6
SAGE OPEN MEDICAL CASE REPORTS,0.6
TRENDS IN UROLOGY and MENS HEALTH,0.6
ACCESS ACCESS TO SCIENCE BUSINESS INNOVATION IN THE DIGITAL ECONOMY,0.6
AMERICAN JOURNAL OF PSYCHOLOGY,0.6
ASIAN PACIFIC JOURNAL OF REPRODUCTION,0.6
BOLETIM DO INSTITUTO DE PESCA,0.6
CHRONIC WOUND CARE MANAGEMENT AND RESEARCH,0.6
CLINICAL MEDICINE INSIGHTS CASE REPORTS,0.6
COMPTES RENDUS CHIMIE,0.6
CURRENT TREATMENT OPTIONS IN CARDIOVASCULAR MEDICINE,0.6
EUROPEAN JOURNAL OF HORTICULTURAL SCIENCE,0.6
FRAMEWORK THE JOURNAL OF CINEMA AND MEDIA,0.6
HOUSING CARE AND SUPPORT,0.6
IEICE NONLINEAR THEORY AND ITS APPLICATIONS,0.6
INTERNATIONAL JOURNAL OF EDUCATION AND INFORMATION TECHNOLOGIES,0.6
INTERNATIONAL JOURNAL OF OFFSHORE AND POLAR ENGINEERING,0.6
JOURNAL OF COMMUNITY HOSPITAL INTERNAL MEDICINE PERSPECTIVES,0.6
LYMPHOLOGY,0.6
PAKISTAN JOURNAL OF PHARMACEUTICAL SCIENCES,0.6
REPORTS,0.6
REVISTA DE BIOLOGIA TROPICAL,0.6
REVISTA MEXICANA DE CIENCIAS PECUARIAS,0.6
SALMAND IRANIAN JOURNAL OF AGEING,0.6
SOUTH AFRICAN JOURNAL OF SURGERY,0.6
SOZIALE WELT ZEITSCHRIFT FUR SOZIALWISSENSCHAFTLICHE FORSCHUNG UND PRAXIS,0.6
THORACIC RESEARCH AND PRACTICE,0.6
TURK KARDIYOLOJI DERNEGI ARSIVI ARCHIVES OF THE TURKISH SOCIETY OF CARDIOLOGY,0.6
BULLETIN OF EXPERIMENTAL BIOLOGY AND MEDICINE,0.6
CASE REPORTS IN ORTHOPEDICS,0.6
CLINICAL CASE REPORTS,0.6
EGYPTIAN PHARMACEUTICAL JOURNAL,0.6
ELECTRICA,0.6
INDEPENDENT JOURNAL OF TEACHING AND LEARNING,0.6
INSIGHT TURKEY,0.6
IZVESTIYA ATMOSPHERIC AND OCEANIC PHYSICS,0.6
JOURNAL OF MENS HEALTH,0.6
JOURNAL OF QUANTITATIVE ECONOMICS,0.6
PRACE KOMISJI GEOGRAFII PRZEMYSLU POLSKIEGO TOWARZYSTWA GEOGRAFICZNEGO STUDIES OF THE INDUSTRIAL GEOGRAPHY COMMISSION OF THE POLISH GEOGRAPHICAL SOCIETY,0.6
PRESENT ENVIRONMENT AND SUSTAINABLE DEVELOPMENT,0.6
REDIMAT REVISTA DE INVESTIGACION EN DIDACTICA DE LAS MATEMATICAS,0.6
STUDIES IN LANGUAGE ASSESSMENT,0.6
UNICIENCIA,0.6
WOUND PRACTICE AND RESEARCH,0.6
ADANSONIA,0.6
ANNALI DI BOTANICA,0.6
BALTIC JOURNAL OF ECONOMIC STUDIES,0.6
CLINICAL AND EXPERIMENTAL OBSTETRICS and GYNECOLOGY,0.6
EUROPEAN JOURNAL OF MENTAL HEALTH,0.6
GEOGRAPHIA CASSOVIENSIS,0.6
INDIAN JOURNAL OF FIBRE and TEXTILE RESEARCH,0.6
INDONESIAN BIOMEDICAL JOURNAL,0.6
INFORMACIOS TARSADALOM,0.6
INFORMATION PROCESSING LETTERS,0.6
INGENIERIA E INVESTIGACION,0.6
INNERE MEDIZIN,0.6
INTERNATIONAL JOURNAL OF WOMENS HEALTH AND REPRODUCTION SCIENCES,0.6
JOURNAL OF HEMATOPATHOLOGY,0.6
JOURNAL OF MEASUREMENT AND EVALUATION IN EDUCATION AND PSYCHOLOGY EPOD,0.6
JURNAL TEKNOLOGI SCIENCES and ENGINEERING,0.6
NEGOTIATION AND CONFLICT MANAGEMENT RESEARCH,0.6
NEUROSURGERY PRACTICE,0.6
PAKISTAN JOURNAL OF AGRICULTURAL SCIENCES,0.6
POULTRY SCIENCE JOURNAL,0.6
POWDER METALLURGY AND METAL CERAMICS,0.6
PROBLEMS OF ATOMIC SCIENCE AND TECHNOLOGY,0.6
RBRH REVISTA BRASILEIRA DE RECURSOS HIDRICOS,0.6
RUSSIAN JOURNAL OF BIOLOGICAL INVASIONS,0.6
SYLWAN,0.6
TELOPEA,0.6
YONAGO ACTA MEDICA,0.6
ZENTRALBLATT FUR ARBEITSMEDIZIN ARBEITSSCHUTZ UND ERGONOMIE,0.6
ACOUSTICAL SCIENCE AND TECHNOLOGY,0.6
ARCHIVE OF CLINICAL CASES,0.6
ASIAN CARDIOVASCULAR and THORACIC ANNALS,0.6
CONVERGENCIA REVISTA DE CIENCIAS SOCIALES,0.6
DIABETOLOGIE UND STOFFWECHSEL,0.6
ECON JOURNAL WATCH,0.6
ENGINEERING REVIEW,0.6
GEOGRAFIA FISICA E DINAMICA QUATERNARIA,0.6
INDIAN ECONOMIC REVIEW,0.6
INTERNATIONAL JOURNAL OF FINANCIAL ENGINEERING,0.6
INTERNATIONAL JOURNAL OF GRID AND HIGH PERFORMANCE COMPUTING,0.6
INTERNATIONAL JOURNAL OF INFORMATION AND COMPUTER SECURITY,0.6
JOURNAL OF AFRICAN LANGUAGES AND LINGUISTICS,0.6
JOURNAL OF MEDICINAL PLANTS AND BY PRODUCTS JMPB,0.6
JOURNAL OF TOURISM MANAGEMENT RESEARCH,0.6
MANAGEMENT RESEARCH AND PRACTICE,0.6
MICROBIOLOGY RESOURCE ANNOUNCEMENTS,0.6
NEUROPHYSIOLOGY,0.6
PAN PACIFIC ENTOMOLOGIST,0.6
PARASITOLOGISTS UNITED JOURNAL,0.6
REVISTA DIGITAL DE INVESTIGACION EN DOCENCIA UNIVERSITARIA RIDU,0.6
RUSSIAN JOURNAL OF PACIFIC GEOLOGY,0.6
RUSSIAN METEOROLOGY AND HYDROLOGY,0.6
TROPICAL DOCTOR,0.6
ACCION PSICOLOGICA,0.6
ACTA SCIENTIARUM TECHNOLOGY,0.6
AD HOC and SENSOR WIRELESS NETWORKS,0.6
ANNALS OF VASCULAR DISEASES,0.6
ARKIVOC,0.6
ARTERIAL HYPERTENSION,0.6
ASIA PACIFIC JOURNAL OF HEALTH MANAGEMENT,0.6
ATMOSPHERE KOREA,0.6
COSMIC RESEARCH,0.6
DUBAI MEDICAL JOURNAL,0.6
FORTSCHRITTE DER NEUROLOGIE PSYCHIATRIE,0.6
GE PORTUGUESE JOURNAL OF GASTROENTEROLOGY,0.6
IEICE TRANSACTIONS ON COMMUNICATIONS,0.6
INDIAN JOURNAL OF HEMATOLOGY AND BLOOD TRANSFUSION,0.6
INTERNATIONAL JOURNAL OF FOUNDATIONS OF COMPUTER SCIENCE,0.6
INTERNATIONAL JOURNAL OF MARITIME ENGINEERING,0.6
INTERNATIONAL JOURNAL OF SOFTWARE INNOVATION,0.6
JOURNAL OF INFRARED AND MILLIMETER WAVES,0.6
JOURNAL OF MECHANICS IN MEDICINE AND BIOLOGY,0.6
JOURNAL OF RISK MODEL VALIDATION,0.6
JURNAL KEJURUTERAAN,0.6
LIBERABIT REVISTA DE PSICOLOGIA,0.6
MALAYSIAN JOURNAL OF ECONOMIC STUDIES,0.6
MHSALUD REVISTA EN CIENCIAS DEL MOVIMIENTO HUMANO Y LA SALUD,0.6
NOVON,0.6
RADIOLOGIE,0.6
SIGMA JOURNAL OF ENGINEERING AND NATURAL SCIENCES SIGMA MUHENDISLIK VE FEN BILIMLERI DERGISI,0.6
SLOVO,0.6
SOIL MECHANICS AND FOUNDATION ENGINEERING,0.6
SU URUNLERI DERGISI,0.6
VJESNIK ARHEOLOSKOG MUZEJA U ZAGREBU,0.6
ACTA MEDICA OKAYAMA,0.6
AFRICAN JOURNAL OF HEALTH PROFESSIONS EDUCATION,0.6
ANALES DEL SISTEMA SANITARIO DE NAVARRA,0.6
APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,0.6
ARID ECOSYSTEMS,0.6
BIOINSPIRED BIOMIMETIC AND NANOBIOMATERIALS,0.6
CLINICAL PSYCHOLOGY AND SPECIAL EDUCATION,0.6
EGE ACADEMIC REVIEW,0.6
EKONOMICKY CASOPIS,0.6
FLUORIDE,0.6
GLASS PHYSICS AND CHEMISTRY,0.6
INDIAN JOURNAL OF NATURAL PRODUCTS AND RESOURCES,0.6
INDIAN JOURNAL OF THORACIC AND CARDIOVASCULAR SURGERY,0.6
INTERNATIONAL JOURNAL OF INFORMATION SYSTEM MODELING AND DESIGN,0.6
INTERNATIONAL JOURNAL OF INTELLIGENT INFORMATION TECHNOLOGIES,0.6
INTERNATIONAL JOURNAL OF VALUE CHAIN MANAGEMENT,0.6
JORDAN JOURNAL OF PHYSICS,0.6
JOURNAL FUR KULTURPFLANZEN,0.6
JOURNAL OF ENTERPRISING CULTURE,0.6
JOURNAL OF ICT RESEARCH AND APPLICATIONS,0.6
JOURNAL OF LEADERSHIP STUDIES,0.6
JOURNAL OF PURE AND APPLIED MICROBIOLOGY,0.6
KONSULTATIVNAYA PSIKHOLOGIYA I PSIKHOTERAPIYA COUNSELING PSYCHOLOGY AND PSYCHOTHERAPY,0.6
NEUROENDOCRINOLOGY LETTERS,0.6
PALLIATIVE MEDICINE IN PRACTICE,0.6
PAMUKKALE UNIVERSITY JOURNAL OF ENGINEERING SCIENCES PAMUKKALE UNIVERSITESI MUHENDISLIK BILIMLERI DERGISI,0.6
PSYCHIATRY AND CLINICAL PSYCHOPHARMACOLOGY,0.6
RELATIONS INDUSTRIELLES INDUSTRIAL RELATIONS,0.6
SAE INTERNATIONAL JOURNAL OF TRANSPORTATION SAFETY,0.6
ACTA STRUCTILIA,0.6
AEROSPACE RESEARCH IN BULGARIA,0.6
AFRICAN JOURNAL OF LIBRARY ARCHIVES AND INFORMATION SCIENCE,0.6
ANNEE PSYCHOLOGIQUE,0.6
AUTOMATION AND REMOTE CONTROL,0.6
BIOTECHNOLOGIE AGRONOMIE SOCIETE ET ENVIRONNEMENT,0.6
CASE REPORTS IN GASTROENTEROLOGY,0.6
CASE REPORTS IN ONCOLOGICAL MEDICINE,0.6
COMPTES RENDUS BIOLOGIES,0.6
COMUNICACION Y MEDIOS,0.6
CUADERNOS DE BIOETICA,0.6
CYBERNETICS AND SYSTEMS ANALYSIS,0.6
FOLIA BIOLOGICA,0.6
GESTION Y POLITICA PUBLICA,0.6
INTERNATIONAL JOURNAL OF COMPUTER APPLICATIONS IN TECHNOLOGY,0.6
INTERNATIONAL JOURNAL OF DISTRIBUTED SYSTEMS AND TECHNOLOGIES,0.6
INTERNATIONAL JOURNAL OF INNOVATION AND LEARNING,0.6
INTERNATIONAL JOURNAL OF KNOWLEDGE AND SYSTEMS SCIENCE,0.6
INTERNATIONAL JOURNAL OF SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING,0.6
JOURNAL OF CLIMATE CHANGE,0.6
JOURNAL OF ENDOCRINOLOGY AND METABOLISM,0.6
JOURNAL OF GEOLOGY GEOGRAPHY AND GEOECOLOGY,0.6
JOURNAL OF INDUSTRY COMPETITION and TRADE,0.6
JOURNAL OF OPTICAL TECHNOLOGY,0.6
JOURNAL OF THE KOREAN SOCIETY OF RADIOLOGY,0.6
METHAODOS REVISTA DE CIENCIAS SOCIALES,0.6
NATURE + CULTURE,0.6
PHYSICS TEACHER,0.6
PORTUGALIAE ELECTROCHIMICA ACTA,0.6
PRECISION MEDICAL SCIENCES,0.6
SCIENTIFIC PAPERS SERIES E LAND RECLAMATION EARTH OBSERVATION and SURVEYING ENVIRONMENTAL ENGINEERING,0.6
THERMOPHYSICS AND AEROMECHANICS,0.6
TRANSNAV INTERNATIONAL JOURNAL ON MARINE NAVIGATION AND SAFETY OF SEA TRANSPORTATION,0.6
TURKISH JOURNAL OF CIVIL ENGINEERING,0.6
ARCHIVES OF FOUNDRY ENGINEERING,0.6
BIOSCIENCE JOURNAL,0.6
IEICE TRANSACTIONS ON ELECTRONICS,0.6
INDIAN JOURNAL OF ENGINEERING AND MATERIALS SCIENCES,0.6
INTERNATIONAL JOURNAL OF BIOMEDICAL ENGINEERING AND TECHNOLOGY,0.6
INTERNATIONAL JOURNAL OF GLOBAL ENERGY ISSUES,0.6
INTERNATIONAL REVIEW OF INFORMATION ETHICS,0.6
JOURNAL OF EAST EUROPEAN MANAGEMENT STUDIES,0.6
JOURNAL OF THE JAPAN PETROLEUM INSTITUTE,0.6
JOURNAL OF THE SOUTH AFRICAN INSTITUTION OF CIVIL ENGINEERING,0.6
LITHUANIAN JOURNAL OF PHYSICS,0.6
MALAYSIAN JOURNAL OF FUNDAMENTAL AND APPLIED SCIENCES,0.6
PROPAGATION OF ORNAMENTAL PLANTS,0.6
REVIEW OF BUSINESS,0.6
REVISTA DE TELEDETECCION,0.6
REVISTA ESPANOLA DE DISCAPACIDAD REDIS,0.6
SCIENTIFIC PAPERS SERIES A AGRONOMY,0.6
TRANSINFORMACAO,0.6
APPLIED COMPUTATIONAL ELECTROMAGNETICS SOCIETY JOURNAL,0.6
ARRANCADA,0.6
ARYA ATHEROSCLEROSIS,0.6
BIOMEDICAL ENGINEERING APPLICATIONS BASIS COMMUNICATIONS,0.6
BIOTECNIA,0.6
COMPUTER SCIENCE AGH,0.6
ENGINEERING LETTERS,0.6
EQA INTERNATIONAL JOURNAL OF ENVIRONMENTAL QUALITY,0.6
GLASS AND CERAMICS,0.6
INGENIUS REVISTA DE CIENCIA Y TECNOLOGIA,0.6
ISTANBUL BUSINESS RESEARCH,0.6
JOURNAL OF APPLIED MECHANICS AND TECHNICAL PHYSICS,0.6
JOURNAL OF FOOD AND NUTRITION RESEARCH,0.6
JOURNAL OF NEW MATERIALS FOR ELECTROCHEMICAL SYSTEMS,0.6
KOMUNIKACIE   VEDECKE LISTY ZILINSKEJ UNIVERZITY V ZILINE,0.6
LAEKNABLADID,0.6
MADERA Y BOSQUES,0.6
MATERIALS SCIENCE MEDZIAGOTYRA,0.6
MEDICINA BUENOS AIRES,0.6
OCEAN YEARBOOK,0.6
POLYMER KOREA,0.6
REVISTA COLOMBIANA DE INVESTIGACIONES AGROINDUSTRIALES,0.6
SAE INTERNATIONAL JOURNAL OF COMMERCIAL VEHICLES,0.6
AMERICAN SCIENTIST,0.6
ANNALS OF ESOPHAGUS,0.6
BOLETIM DE CIENCIAS GEODESICAS,0.6
CEMENT WAPNO BETON,0.6
FERROELECTRICS,0.6
HIGH TEMPERATURES HIGH PRESSURES,0.6
INTERNATIONAL JOURNAL OF EMERGENCY MANAGEMENT,0.6
INTERNATIONAL JOURNAL OF HEAVY VEHICLE SYSTEMS,0.6
INTERNATIONAL JOURNAL OF INDIAN CULTURE AND BUSINESS MANAGEMENT,0.6
INTERNATIONAL REVIEW,0.6
ISI BILIMI VE TEKNIGI DERGISI JOURNAL OF THERMAL SCIENCE AND TECHNOLOGY,0.6
JOURNAL OF THE AMERICAN PODIATRIC MEDICAL ASSOCIATION,0.6
LATIN AMERICAN APPLIED RESEARCH,0.6
MACEDONIAN JOURNAL OF CHEMISTRY AND CHEMICAL ENGINEERING,0.6
NATIONAL MEDICAL JOURNAL OF INDIA,0.6
REVISTA BRASILEIRA DE GEOMORFOLOGIA,0.6
ROADS AND BRIDGES DROGI I MOSTY,0.6
ALERGOLOGIA POLSKA POLISH JOURNAL OF ALLERGOLOGY,0.6
CENTRAL EUROPEAN JOURNAL OF ENERGETIC MATERIALS,0.6
CHEMICAL JOURNAL OF CHINESE UNIVERSITIES CHINESE,0.6
CHINA PETROLEUM PROCESSING and PETROCHEMICAL TECHNOLOGY,0.6
CONTROL ENGINEERING AND APPLIED INFORMATICS,0.6
GRADEVNSKI MATERIJIALI I KONSTRUKCIJE BUILDING MATERIALS AND STRUCTURES,0.6
GRANJA REVISTA DE CIENCIAS DE LA VIDA,0.6
HEPATITIS MONTHLY,0.6
HIGH TEMPERATURE MATERIAL PROCESSES,0.6
INTERNATIONAL JOURNAL OF FLUID MECHANICS RESEARCH,0.6
INTERNATIONAL JOURNAL OF INNOVATION AND SUSTAINABLE DEVELOPMENT,0.6
JOURNAL OF ROAD SAFETY JRS,0.6
MARKET TRZISTE,0.6
OBRABOTKA METALLOV METAL WORKING AND MATERIAL SCIENCE,0.6
PHYSICS AND CHEMISTRY OF GLASSES EUROPEAN JOURNAL OF GLASS SCIENCE AND TECHNOLOGY PART B,0.6
QUADERNI DI GEOFISICA,0.6
RAE REVISTA DE ADMINISTRACAO DE EMPRESAS,0.6
SOUTH AFRICAN JOURNAL OF CLINICAL NUTRITION,0.6
BULLETIN OF THE UNIVERSITY OF KARAGANDA CHEMISTRY,0.6
CHEMIE IN UNSERER ZEIT,0.6
DISP,0.6
ELECTRICAL ENGINEERING IN JAPAN,0.6
EVOLUTION PSYCHIATRIQUE,0.6
GALEN MEDICAL JOURNAL,0.6
HIGH ENERGY CHEMISTRY,0.6
INTERNATIONAL JOURNAL OF BUSINESS,0.6
INTERNATIONAL JOURNAL OF SELF PROPAGATING HIGH TEMPERATURE SYNTHESIS,0.6
JOURNAL OF HISTORICAL RESEARCH IN MARKETING,0.6
TECHNOLOGY AND INNOVATION,0.6
